X,Y
13.117927635667552,17.219461480225604
26.9942580180164,19.912078105185756
12.552475805253987,23.80074952390443
27.76122102300627,23.87820750596415
27.718303893826917,18.495449705595835
17.0750162285243,12.41466054100201
27.120257593333495,20.17094008546718
21.3736849278376,28.440456101477835
18.384586574652396,24.308615333718297
20.905903247690617,24.260857673340027
11.552254047896275,7.622124574353592
15.177908053610652,11.849483595643498
32.072091328292025,19.554265684618404
18.419101712463082,22.493765513409233
16.746820988326625,20.123231101132276
18.181843618961345,15.779365154200988
28.70588443760971,22.572952175532592
14.94373754367506,9.333695098006
15.413496332580934,19.432310229942413
30.97151361425832,25.896695103629636
17.32157933761056,20.60115206929339
20.75172496657453,17.829870248624527
24.479813187798385,9.374502267770037
23.18477672643103,10.095454337512582
15.623809542751442,17.456521811752125
14.202429282657903,13.166099142818098
28.801197105082643,17.943932204175724
12.967708071202045,20.455874683096866
13.465739408992361,18.448942566576285
20.588948164925778,17.01246087738305
11.740852154984617,9.887540054062551
20.27072060022492,12.727256630743938
27.97511719975867,17.133559904076357
13.361127795970187,13.240576204511324
12.199134036240098,11.421127705981373
16.761938362589405,9.23388603841322
14.316925767405928,7.129734495083554
12.171233418225235,5.235098375227446
32.174457012861616,25.041273970659503
14.676511205752266,10.827300448377025
24.60962991970964,27.506374567560716
18.734939555779413,23.28819403104461
31.199367177542186,21.643658362286715
24.401993224224764,13.94703205501186
14.271724134391757,11.547100267890166
30.00672469987893,15.058088110840455
20.698731441858413,23.743026753983504
10.032165168509364,19.303742096573586
15.264741829015357,7.2076903561131225
16.89605979648468,24.941060976386083
12.954480854536424,10.506293193179907
23.039520080970085,23.50499375333453
29.817745124630314,25.87635615938957
29.389749230792265,21.68437311881818
20.74181077413563,29.19164943296251
29.46476600795443,18.069484670704476
23.295471748053604,12.970056897322415
25.314762641580487,17.10716817479173
13.653449992081729,16.608921326309442
22.331955792856853,28.203921610804592
18.832204310884862,21.624074214954387
22.261945174324232,12.95896489730481
15.140905787519351,21.244364207804015
25.63813866424894,18.387617501189336
24.854788655983562,16.429476342337665
12.86346015071288,22.220062354258168
30.606606817708865,25.975803079728735
18.54054546446237,27.2471062410768
20.267227218816764,17.114572543369043
11.418060067663024,19.59533008662473
14.21492277146728,15.345627627118407
22.76797990900615,23.19842848379333
13.445358095217184,8.876599848138088
22.40715284694774,30.828595675296764
22.323294755743838,13.467010640767015
18.898720230948918,23.340484441467268
28.505874874222364,14.786311572889467
19.215085311499564,12.471205572246383
24.37552806257083,17.476757627290986
14.849873027732379,26.537343491153358
14.015870468622614,7.9285258574509125
18.582207721574456,12.36630698015805
14.476119819584643,19.13933807416346
23.642193575279006,15.590939438040943
21.271257870014516,22.66971023087985
25.72339680780775,25.86758086994867
19.03296858607402,28.749719625722896
27.74156430153368,18.158007039341555
30.46639559699425,23.27140339417822
19.52907294529614,23.66152212343679
16.910468213505656,7.6040865403087965
25.576897956848818,25.089984410049592
27.401560666218174,15.108233826374335
31.179589330611584,20.967381974386342
10.279837599648532,18.41390011467386
13.151890112049045,23.61401899596116
20.11307742682059,20.242441823131447
30.781034835301767,18.897648657640815
28.85682587788431,25.613211389865338
26.741836981701855,21.042606790918896
24.44313959460304,26.75483851578611
25.135792450573426,17.77791445904664
27.157388121847205,19.463025852357337
12.93352976035252,4.67155046409245
12.49113105222111,11.047601992459747
21.468429502097717,20.99264667860316
32.41167507128909,20.978526393939298
12.311526881052345,12.284526111250482
28.162907315606294,14.1912607707395
30.169286689545572,20.961280033226082
23.888417226522762,26.417812009807996
11.529530406712922,11.934370440249834
10.073096865394774,18.21230561501791
18.228575806109763,9.350853482834713
10.364814466971165,20.215351221282795
30.689617146694125,22.66155853543642
19.49166628916823,29.59911395747931
19.937659327050177,18.96290944479951
21.998083621734885,16.342104223272507
21.973851037250995,28.73505133470536
21.52147050400392,11.382888753344364
17.636209774648876,9.556611869654763
24.2418292616419,22.52126437289143
14.94478315051001,15.747402074083556
14.792341914930395,9.800711832547016
23.64435184339186,29.533766774257842
17.541950867203145,13.653450476718785
25.228621299029818,24.14812929911187
29.169854808787516,19.063958501770948
12.644713293944136,6.867561500964193
16.187662443835947,23.842394192192273
29.687518547518394,20.144916284971487
13.172056200116316,11.303867814848813
13.036712422059287,14.825133499273601
25.735562027044423,15.590470595748615
24.19242069996595,19.356149530571134
15.675633553609261,6.0976232538987745
21.782133093794542,15.946454513800518
24.775397631957674,28.531913862151704
12.46184324316895,20.4543345052438
14.471201570492903,5.084619038838695
14.721117338592954,19.014045723779923
25.054479479882023,24.176557258339663
14.726521208470393,19.38154379415929
25.70583882606806,17.05231573754974
11.346030469871405,22.346254192030067
18.662471876024377,23.847120117599815
12.048875585683446,6.1694726032824905
23.89453477480951,9.709734254247897
27.14586080861519,20.302383300581305
26.643927070731674,21.381924345385727
30.77624591016354,25.094303320363604
14.951101665308853,26.323180978966395
16.794419612435085,11.968472436600006
28.531629219488032,24.990258095311457
15.442922710101946,18.38044555114894
13.108891400872428,6.332874539991458
17.23697450636879,17.44806333442219
20.836392624850824,29.309350288450368
20.30514951058124,23.45914626977518
18.829590026086002,14.41385828777491
15.072174745939407,14.893437001051012
17.088170884725685,15.48254105927759
13.33279453873745,6.52847750779493
16.56458769474216,20.618256529272607
14.977610669676949,6.5761126679408255
14.35619795870323,14.124609661352395
29.173306230695268,17.809537625760456
14.11441208800845,5.760118544531142
20.40423334419308,25.5463250820969
29.593838717307168,14.742037839584427
26.613424050598677,14.585542021267255
26.23761001159246,16.56591896149873
19.510747390986715,17.65171573008396
20.918022260802974,22.361351262422847
32.05168354131462,24.787687463177566
15.694621555994726,14.991609348102273
19.79813034878923,27.10730678168366
22.384401266048588,11.095885428298356
20.884517661115524,18.133579824902036
16.699129287861837,11.349508321817353
16.638771259301873,26.53263731651292
16.828964220648306,19.93286051118267
23.990638202491848,11.109393466689653
17.233500213458115,7.774205771122987
16.11024602921781,6.760526623530929
24.336784118231456,29.146323697462904
18.296034319999865,20.80846439511536
13.304842319121548,9.496961903923339
22.633422201113444,9.133725710446004
18.16526036075439,10.76313312077923
15.364842885806288,23.11990647173243
24.447829230856684,14.122738264206326
21.90298478055118,23.997897114810552
29.47962440492317,25.149724337384594
19.20838373133416,23.33314612041228
25.1835068029952,12.884710212381231
30.290977927625107,16.013058935262727
17.75940301220529,16.8193978599354
13.945405417058591,6.849126251724417
29.554516919429823,14.494707351884333
22.672447314909377,23.887630408234884
26.377622220665522,12.533415780397927
17.078143338180812,14.291447402181234
22.19901422668175,12.35837408785857
23.872356673331222,18.782072346341835
29.417844743719797,17.615805436183273
15.107565548387647,7.025426615246338
30.085710600598055,25.810254690764527
28.847835186393475,21.66275077486985
10.51400594427572,22.728194364510173
11.823445242208422,20.403413909575825
9.58832956351503,18.61474696109928
9.811317277223738,18.297907075424103
25.91078320113087,12.677490790716394
